Unnamed: 0,player,span,mat,runs,avg,sr,fours,sixes,start_year,end_year,career_length,boundary_pct,is_anchor,is_power_hitter,is_finisher,is_experienced,role,predicted_role
1648,RA Clarke,2022-2024,10,99,24.75,103.12,11,1,2022,2024,3,50.505050505050505,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1649,RS Gavaskar,2007-2010,8,99,16.5,100.0,14,1,2007,2010,4,62.62626262626263,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1650,AA Loharuka,2024-2024,6,99,16.5,123.75,11,4,2024,2024,1,68.68686868686868,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1651,K Rajnish,2021-2024,8,99,14.14,87.61,7,1,2021,2024,4,34.34343434343434,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1652,SD Sahoo,2009-2013,13,99,9.9,139.43,11,4,2009,2013,5,68.68686868686868,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1653,VT Suresh,2007-2007,5,99,19.8,125.31,7,2,2007,2007,1,40.4040404040404,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1654,TD Andrews,2016-2025,17,98,24.5,150.76,8,6,2016,2025,10,69.38775510204081,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1655,Dinesh Mor,2019-2021,12,98,16.33,102.08,10,1,2019,2021,3,46.93877551020408,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1656,CD Hinchliffe,2019-2023,27,98,8.9,80.99,5,1,2019,2023,5,26.53061224489796,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1657,RB Kalaria,2013-2022,40,98,9.8,118.07,8,5,2013,2022,10,63.26530612244898,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1658,JL Ontong,2009-2014,12,98,19.6,138.02,7,4,2009,2014,6,53.06122448979592,False,False,True,False,Inexperienced Finisher,Inexperienced Balanced Batter
1659,PR Rekhade,2022-2024,12,98,14.0,136.11,6,7,2022,2024,3,67.3469387755102,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Power Hitter
1660,V Vinod Kumar,2010-2024,26,98,19.6,142.02,10,4,2010,2024,15,65.3061224489796,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1661,M Qadir,2009-2017,6,97,16.16,93.26,13,0,2009,2017,9,53.608247422680414,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1662,Anirudh Singh,2007-2010,11,97,10.77,89.81,10,1,2007,2010,4,47.42268041237113,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1663,A Choudhary,2013-2024,83,97,8.81,94.17,8,2,2013,2024,12,45.36082474226804,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1664,D Dasgupta,2007-2009,9,97,13.85,101.04,10,2,2007,2009,3,53.608247422680414,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1665,S Ghosh,2007-2011,6,97,16.16,94.17,10,2,2007,2011,5,53.608247422680414,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1666,A Mannu,2007-2010,16,97,16.16,129.33,12,3,2007,2010,4,68.04123711340206,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1667,D Nischal,2024-2024,6,97,16.16,98.97,11,0,2024,2024,1,45.36082474226804,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1668,AG Praveen,2010-2014,17,97,16.16,77.6,6,2,2010,2014,5,37.11340206185567,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1669,VP Rawal,2015-2015,5,97,32.33,159.01,7,4,2015,2015,1,53.608247422680414,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1670,HH Gadekar,2010-2014,14,96,24.0,133.33,5,4,2010,2014,5,45.83333333333333,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Anchor
1671,SD Atitkar,2010-2011,9,96,10.66,71.11,8,1,2010,2011,2,39.58333333333333,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1672,Faizan Khan,2018-2018,3,96,32.0,109.09,7,4,2018,2018,1,54.166666666666664,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1673,G Khera,2010-2016,11,96,19.2,110.34,7,2,2010,2016,7,41.66666666666667,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1674,VY Mahesh,2007-2014,46,96,9.6,105.49,8,3,2007,2014,8,52.083333333333336,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1675,Marshall Ayub,2012-2019,8,96,16.0,98.96,8,2,2012,2019,8,45.83333333333333,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1676,BH Merai,2018-2019,6,96,32.0,92.3,7,0,2018,2019,2,29.166666666666668,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1677,NR Narah,2022-2022,7,96,16.0,101.05,8,4,2022,2022,1,58.333333333333336,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1678,RA Parab,2007-2007,3,96,32.0,105.49,11,1,2007,2007,1,52.083333333333336,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1679,M Ahmed,2019-2019,7,95,19.0,111.76,7,6,2019,2019,1,67.36842105263158,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1680,Asif Ahmed,2012-2015,14,95,11.87,103.26,12,0,2012,2015,4,50.526315789473685,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1681,Enamul Haque (2),2016-2024,7,95,47.5,107.95,4,6,2016,2024,9,54.736842105263165,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Anchor
1682,S Ganga,2009-2013,14,95,19.0,141.79,7,4,2009,2013,5,54.736842105263165,False,False,True,False,Inexperienced Finisher,Inexperienced Balanced Batter
1683,SS Garhwal,2022-2024,9,95,13.57,141.79,8,6,2022,2024,3,71.57894736842105,False,True,False,False,Inexperienced Power Hitter,Inexperienced Explosive Finisher
1684,M Kelly,2018-2025,39,95,11.87,121.79,5,4,2018,2025,8,46.31578947368421,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1685,OC McCoy,2017-2024,87,95,7.3,111.76,6,8,2017,2024,8,75.78947368421053,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1686,AD Poynter,2014-2016,6,95,23.75,137.68,8,5,2014,2016,3,65.26315789473685,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1687,Ravi Bishnoi,2019-2024,105,95,5.93,74.8,8,2,2019,2024,6,46.31578947368421,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1688,SS Ruikar,2015-2023,35,95,7.3,97.93,6,2,2015,2023,9,37.89473684210527,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1689,Sandeep Singh,2007-2010,16,95,15.83,83.33,3,1,2007,2010,4,18.947368421052634,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1690,AA Ansari,2009-2015,9,94,18.8,136.23,13,1,2009,2015,7,61.702127659574465,False,True,False,False,Inexperienced Power Hitter,Inexperienced Balanced Batter
1691,JJ Bumrah,2013-2024,181,94,9.4,87.85,6,3,2013,2024,12,44.680851063829785,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1692,Nayeem Hasan,2017-2024,30,94,6.26,70.67,6,2,2017,2024,8,38.297872340425535,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1693,S Rithik Easwaran,2024-2024,5,94,23.5,149.2,5,8,2024,2024,1,72.3404255319149,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1694,J Tromp,2024-2024,8,94,18.8,118.98,9,2,2024,2024,1,51.06382978723404,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1695,Vikash Vishal,2021-2023,7,94,18.8,111.9,10,2,2021,2023,3,55.319148936170215,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1696,Bal Krishna,2021-2024,16,93,15.5,132.85,8,5,2021,2024,4,66.66666666666666,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1697,PP Das,2015-2021,6,93,18.6,103.33,11,2,2015,2021,7,60.215053763440864,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1698,GHS Garton,2021-2025,20,93,8.45,113.41,8,3,2021,2025,5,53.76344086021505,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1699,JP Kreusch,2010-2011,7,93,23.25,105.68,5,2,2010,2011,2,34.40860215053764,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1700,CS MacLeod,2009-2022,13,93,8.45,77.5,6,0,2009,2022,14,25.806451612903224,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1701,Rajesh Mohanty,2019-2024,21,93,9.3,94.89,5,5,2019,2024,6,53.76344086021505,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1702,RH Saha,2007-2014,14,93,7.75,72.65,11,0,2007,2014,8,47.31182795698925,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1703,Sunny Patel,2007-2024,9,92,13.14,102.22,7,1,2007,2024,18,36.95652173913043,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1704,AV Ankolekar,2021-2024,15,92,18.4,139.39,1,7,2021,2024,4,50.0,False,False,True,False,Inexperienced Finisher,Inexperienced Balanced Batter
1705,BC Fortuin,2023-2025,33,92,8.36,82.14,7,0,2023,2025,3,30.434782608695656,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1706,AK Kitchen,2012-2012,5,92,30.66,146.03,10,4,2012,2012,1,69.56521739130434,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1707,SA Pai,2009-2010,4,92,23.0,106.97,7,1,2009,2010,2,36.95652173913043,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1708,DB Rangi,2021-2022,8,92,30.66,116.45,7,4,2021,2022,2,56.52173913043478,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1709,L Wood,2022-2024,32,92,8.36,108.23,5,6,2022,2024,3,60.86956521739131,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1710,PL Chettri,2023-2024,11,91,8.27,56.17,4,2,2023,2024,2,30.76923076923077,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1711,RA Lewis,2019-2020,8,91,18.2,128.16,3,6,2019,2020,2,52.74725274725275,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1712,Mohammed Taha,2016-2017,5,91,18.2,109.63,10,3,2016,2017,2,63.73626373626373,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1713,PJ Pramanik,2018-2024,25,91,13.0,130.0,6,4,2018,2024,7,52.74725274725275,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1714,R Sai Kishore,2018-2024,66,91,7.58,104.59,3,6,2018,2024,7,52.74725274725275,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1715,Shakeeb Ahmed,2017-2019,16,91,15.16,135.82,8,3,2017,2019,3,54.94505494505495,False,False,True,False,Inexperienced Finisher,Inexperienced Balanced Batter
1716,TAM Siriwardana,2011-2020,12,91,10.11,118.18,9,3,2011,2020,10,59.34065934065934,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1717,S Vesawkar,2014-2014,3,91,30.33,108.33,12,0,2014,2014,1,52.74725274725275,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1718,BA Bhatt,2011-2021,58,90,11.25,123.28,7,4,2011,2021,11,57.77777777777777,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1719,CT Gaja,2014-2024,43,90,11.25,92.78,1,5,2014,2024,11,37.77777777777778,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1720,Waseem Raza,2014-2021,27,90,6.92,74.38,3,1,2014,2021,8,20.0,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1721,Arjit Pannu,2021-2023,12,89,14.83,115.58,5,5,2021,2023,3,56.17977528089888,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1722,M Dheeraj Kumar,2021-2023,11,89,11.12,139.06,6,6,2021,2023,3,67.41573033707866,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1723,A Johnson,2024-2024,3,89,29.66,121.91,12,4,2024,2024,1,80.89887640449437,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Power Hitter
1724,BAD Manenti,2018-2025,33,89,9.88,90.81,3,2,2018,2025,8,26.96629213483146,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1725,JS Paris,2013-2025,52,89,6.84,93.68,4,3,2013,2025,13,38.20224719101123,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1726,NN Sen,2016-2023,12,89,8.09,89.89,8,0,2016,2023,8,35.95505617977528,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1727,VD Solanki,2007-2007,7,89,14.83,136.92,2,8,2007,2007,1,62.92134831460674,False,True,False,False,Inexperienced Power Hitter,Inexperienced Balanced Batter
1728,RP Srivastava,2007-2011,7,89,14.83,118.66,7,6,2007,2011,5,71.91011235955057,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Power Hitter
1729,PI Sharma,2011-2013,5,88,17.6,97.77,14,0,2011,2013,3,63.63636363636363,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1730,W Antony Dhas,2015-2018,12,88,44.0,133.33,8,4,2015,2018,4,63.63636363636363,False,True,False,False,Inexperienced Power Hitter,Inexperienced Anchor Finisher
1731,AB Dinda,2008-2021,137,88,4.63,75.21,6,2,2008,2021,14,40.909090909090914,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1732,R Elahi,2007-2007,4,88,44.0,118.91,9,2,2007,2007,1,54.54545454545454,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1733,A Julka,2010-2010,3,88,44.0,144.26,11,2,2010,2010,1,63.63636363636363,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1734,U Manukrishnan,2011-2023,47,88,11.0,135.38,6,4,2011,2023,13,54.54545454545454,False,False,True,False,Inexperienced Finisher,Inexperienced Balanced Batter
1735,Nabam Tempol,2019-2024,16,88,8.0,59.86,5,5,2019,2024,6,56.81818181818182,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1736,MS Vardhan,2007-2010,5,88,22.0,106.02,11,1,2007,2010,4,56.81818181818182,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1737,D Yadav,2023-2023,7,88,22.0,114.28,10,2,2023,2023,1,59.09090909090909,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1738,MR Adair,2021-2024,13,87,8.7,103.57,6,2,2021,2024,4,41.37931034482759,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1739,Bikash Singh,2022-2023,9,87,12.42,96.66,6,3,2022,2023,2,48.275862068965516,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1740,N Deonarine,2010-2015,12,87,8.7,83.65,8,1,2010,2015,6,43.67816091954023,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1741,B Doggett,2017-2025,48,87,10.87,102.35,9,2,2017,2025,9,55.172413793103445,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1742,FH Edwards,2007-2021,68,87,9.66,102.35,6,2,2007,2021,15,41.37931034482759,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1743,TK Kotian,2021-2024,33,87,21.75,98.86,7,2,2021,2024,4,45.97701149425287,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1744,K Lalremruata,2019-2021,7,87,17.4,76.31,8,2,2019,2021,3,50.57471264367817,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1745,Mohit Mittan,2022-2022,6,87,17.4,106.09,6,4,2022,2022,1,55.172413793103445,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1746,CJL Rogers,2012-2012,6,87,14.5,90.62,7,1,2012,2012,1,39.08045977011494,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1747,G Shankara Rao,2007-2010,15,87,9.66,97.75,4,3,2007,2010,4,39.08045977011494,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1748,Khaled Ahmed,2017-2025,55,87,12.42,114.47,3,8,2017,2025,9,68.96551724137932,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1749,Taibur Rahman,2016-2016,6,87,21.75,88.77,7,1,2016,2016,1,39.08045977011494,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1750,J Theron,2010-2015,40,87,8.7,110.12,4,5,2010,2015,6,52.87356321839081,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1751,RR Bhatkal,2007-2012,20,86,9.55,102.38,5,2,2007,2012,6,37.2093023255814,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1752,S Descarte,2023-2024,11,86,9.55,106.17,5,4,2023,2024,2,51.162790697674424,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1753,AM Dixit,2019-2019,7,86,21.5,103.61,5,1,2019,2019,1,30.23255813953488,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1754,Elias Sunny,2012-2015,27,86,12.28,122.85,10,2,2012,2015,4,60.46511627906976,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1755,SP Khakurel,2014-2014,3,86,28.66,104.87,10,1,2014,2014,1,53.48837209302325,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1756,I Khan,2015-2021,33,86,10.75,94.5,7,1,2015,2021,7,39.53488372093023,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1757,K Lion-Cachet,2025-2025,5,86,28.66,132.3,10,2,2025,2025,1,60.46511627906976,False,True,False,False,Inexperienced Power Hitter,Inexperienced Balanced Batter
1758,A Parkar,2015-2021,13,86,17.2,91.48,6,0,2015,2021,7,27.906976744186046,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1759,B Parsons,2025-2025,3,86,28.66,136.5,9,3,2025,2025,1,62.7906976744186,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1760,M Pretorius,2021-2025,33,86,7.16,119.44,4,6,2021,2025,5,60.46511627906976,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1761,TB Robinson,2024-2024,4,86,21.5,124.63,9,2,2024,2024,1,55.81395348837209,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1762,R Thakur,2021-2023,12,86,14.33,90.52,3,4,2021,2023,3,41.86046511627907,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
