,player,span,mat,wickets,econ,sr,start_year,end_year,career_length
1541,P Mukherjee,2007-2007,8,5,6.28,25.2,2007,2007,1
1542,Mustaq Beg,2022-2022,6,5,6.59,26.4,2022,2022,1
1543,Mustafa Iqbal,2014-2014,3,5,7.33,10.8,2014,2014,1
1544,K Nadeeshan,2020-2024,7,5,8.4,24.0,2020,2024,5
1545,Naman Dhir,2023-2025,23,5,7.23,22.4,2023,2025,3
1546,Nitesh Sedai,2019-2023,25,5,8.42,48.0,2019,2023,5
1547,Noor Hossain,2012-2013,8,5,7.6,27.6,2012,2013,2
1548,S Noushad,2011-2011,3,5,5.4,14.0,2011,2011,1
1549,TL O'Connell,2019-2024,9,5,8.56,19.2,2019,2024,6
1550,E O'Reilly,2010-2013,5,5,8.25,24.0,2010,2013,4
1551,S Pahal,2017-2017,5,5,6.47,20.4,2017,2017,1
1552,KS Parida,2007-2007,5,5,6.46,18.0,2007,2007,1
1553,SN Patel,2023-2023,5,5,11.05,21.6,2023,2023,1
1554,NJSR Prasad,2010-2010,4,5,7.35,16.8,2010,2010,1
1555,Pratyush Singh,2014-2021,23,5,7.64,27.8,2014,2021,8
1556,Prayash Singh,2018-2023,17,5,7.85,25.2,2018,2023,6
1557,V Puthur,2025-2025,3,5,8.4,12.0,2025,2025,1
1558,AV Rai,2021-2021,5,5,9.66,18.0,2021,2021,1
1559,MM Raj,2021-2023,6,5,9.14,16.8,2021,2023,3
1560,SP Rathee,2011-2014,7,5,8.63,26.4,2011,2014,4
1561,MR Raut,2021-2022,10,5,8.0,15.6,2021,2022,2
1562,B Regmi,2014-2014,3,5,5.6,12.0,2014,2014,1
1563,Rinsangzela Hmamte,2021-2022,9,5,7.44,28.2,2021,2022,2
1564,Saju Datta,2013-2013,2,5,7.5,9.6,2013,2013,1
1565,Sakib Hussain,2022-2024,7,5,10.83,21.6,2022,2024,3
1566,SMLD Samarakoon,2021-2024,12,5,11.52,25.2,2021,2024,4
1567,Sameer Ali,2007-2011,5,5,6.5,21.4,2007,2011,5
1568,JJS Sangha,2018-2025,34,5,8.69,17.8,2018,2025,8
1569,H Sangwan,2019-2021,7,5,9.64,28.0,2019,2021,3
1570,Sanjit Saha,2019-2019,6,5,7.18,22.2,2019,2019,1
1571,AT Scaria,2024-2024,2,5,9.31,9.4,2024,2024,1
1572,Shahadat Hossain,2009-2019,10,5,9.41,34.8,2009,2019,11
1573,AK Sahoo,2007-2016,22,5,7.25,70.8,2007,2016,10
1574,Shoaib Ahmed,2009-2009,8,5,8.94,20.4,2009,2009,1
1575,Shubek Gill,2015-2015,3,5,7.41,14.4,2015,2015,1
1576,AK Shukla,2024-2024,4,5,7.78,16.8,2024,2024,1
1577,PK Singh,2007-2007,4,5,8.63,13.2,2007,2007,1
1578,RS Sodhi,2007-2010,14,5,7.87,19.2,2007,2010,4
1579,CB Sole,2023-2024,7,5,10.47,22.8,2023,2024,2
1580,CA Soper,2021-2024,6,5,7.81,21.8,2021,2024,4
1581,KR Sreejith,2010-2011,9,5,6.46,31.2,2010,2011,2
1582,K Sudharsan,2024-2024,3,5,6.75,14.4,2024,2024,1
1583,Sumon Khan,2019-2025,12,5,9.47,43.2,2019,2025,7
1584,Y Sunny Kumar Singh,2011-2011,4,5,7.3,15.6,2011,2011,1
1585,Sunny Kashyap,2019-2019,5,5,7.25,19.2,2019,2019,1
1586,Tanwir Afzal,2014-2016,6,5,6.41,20.4,2014,2016,3
1587,DT Tiripano,2016-2016,3,5,8.25,12.8,2016,2016,1
1588,A Uniyal,2007-2010,4,5,8.8,12.0,2007,2010,4
1589,A Vala,2021-2024,7,5,7.18,13.2,2021,2024,4
1590,RP Verma,2011-2013,4,5,7.8,18.6,2011,2013,3
1591,Vishal Das,2019-2019,6,5,7.29,20.4,2019,2019,1
1592,K Vivek Krishna,2010-2010,3,5,6.37,9.6,2010,2010,1
1593,RA Whiteley,2017-2023,20,5,9.17,20.4,2017,2023,7
1594,C Wijesinghe,2022-2022,7,5,8.62,6.4,2022,2022,1
1595,NP Winter,2014-2021,6,5,7.56,18.4,2014,2021,8
1596,BSK Yadav,2007-2007,3,5,5.86,9.2,2007,2007,1
1597,BE Young,2012-2013,5,5,6.66,21.6,2012,2013,2
1598,Zeeshan Maqsood,2016-2024,10,5,7.28,16.8,2016,2024,9
1599,SD Atitkar,2010-2011,9,4,8.88,13.5,2010,2011,2
1600,PK Panchal,2014-2023,59,4,7.54,16.5,2014,2023,10
1601,AB Sagar,2010-2010,1,4,7.25,6.0,2010,2010,1
1602,Sumeet Verma,2011-2024,54,4,7.17,42.0,2011,2024,14
1603,Abdul Samad,2019-2025,93,4,10.26,32.0,2019,2025,7
1604,Abhishek Sharma,2018-2018,4,4,8.27,16.5,2018,2018,1
1605,CN Ackermann,2021-2024,16,4,8.0,22.5,2021,2024,4
1606,Aftab Alam,2014-2025,5,4,8.23,19.5,2014,2025,12
1607,Agha Salman,2014-2024,31,4,7.39,33.2,2014,2024,11
1608,Ahmed Safi Abdullah,2020-2020,3,4,8.12,12.0,2020,2020,1
1609,Ahmed Shehzad,2009-2024,110,4,9.25,35.5,2009,2024,16
1610,NC Aiyappa,2011-2012,4,4,7.8,20.0,2011,2012,2
1611,Aizaz Khan,2014-2016,5,4,7.93,22.5,2014,2016,3
1612,Akash Luitel,2021-2022,11,4,7.34,16.7,2021,2022,2
1613,CJ Alexander,2010-2014,4,4,9.13,22.5,2010,2014,5
1614,Ali Shafique,2019-2020,4,4,7.28,18.7,2019,2020,2
1615,Aman Hakim Khan,2021-2023,25,4,8.15,30.0,2021,2023,3
1616,Aminul Islam,2019-2020,6,4,7.55,27.0,2019,2020,2
1617,Anwar Ahmed,2011-2013,5,4,6.73,28.5,2011,2013,3
1618,AK Argal,2010-2013,6,4,9.22,33.0,2010,2013,4
1619,Ariful Haque,2012-2025,93,4,11.68,52.5,2012,2025,14
1620,Arish Ali,2021-2022,2,4,9.14,10.5,2021,2022,2
1621,KIC Asalanka,2020-2024,59,4,7.79,41.0,2020,2024,5
1622,Ashish Singh,2017-2018,9,4,6.33,13.5,2017,2018,2
1623,Asif Ahmed,2012-2015,14,4,8.46,34.7,2012,2015,4
1624,M Aslam,2007-2007,4,4,7.0,22.5,2007,2007,1
1625,AP Bhattacharjee,2019-2019,8,4,6.42,28.5,2019,2019,1
1626,JG Bethell,2024-2025,8,4,6.8,16.7,2024,2025,2
1627,K Bharat Reddy,2007-2007,3,4,7.73,9.5,2007,2007,1
1628,K Bhurtel,2024-2024,3,4,5.12,12.0,2024,2024,1
1629,PR Bhut,2021-2023,7,4,7.52,28.5,2021,2023,3
1630,NR Bist,2010-2011,10,4,7.2,15.0,2010,2011,2
1631,PW Borren,2009-2016,12,4,7.38,27.0,2009,2016,8
1632,ND Buchanan,2011-2017,5,4,10.75,18.0,2011,2017,7
1633,LR Butterworth,2011-2012,4,4,7.97,17.5,2011,2012,2
1634,JL Carter,2013-2021,65,4,9.51,36.2,2013,2021,9
1635,HWR Cartwright,2012-2025,109,4,12.58,23.0,2012,2025,14
1636,AA Chakraborty,2018-2019,12,4,7.11,52.5,2018,2019,2
1637,SD Chitnis,2008-2016,34,4,9.5,18.0,2008,2016,9
1638,KC D'Costa,2015-2015,5,4,6.42,21.0,2015,2015,1
1639,R Dangwal,2019-2019,5,4,7.29,25.5,2019,2019,1
1640,K Das,2016-2019,11,4,7.0,54.0,2016,2019,4
1641,KS Das,2015-2019,8,4,7.61,31.5,2015,2019,5
1642,Delwar Hossain,2019-2020,5,4,8.68,21.2,2019,2020,2
1643,JD Desai,2007-2014,19,4,11.36,16.5,2007,2014,8
1644,Pratik Desai,2007-2021,11,4,8.51,23.2,2007,2021,15
1645,S Descarte,2023-2024,11,4,9.15,19.5,2023,2024,2
1646,PU Deshpande,2015-2021,26,4,8.53,30.7,2015,2021,7
1647,S Dhawan,2007-2024,277,4,8.25,12.0,2007,2024,18
1648,JG Dill,2024-2024,3,4,10.12,12.0,2024,2024,1
1649,Dolar Mahmud,2012-2015,6,4,10.45,16.5,2012,2015,4
1650,BG Drew,2012-2012,3,4,7.5,18.0,2012,2012,1
1651,N Edward,2024-2024,2,4,9.6,8.7,2024,2024,1
1652,AC Evans,2016-2021,5,4,8.75,24.0,2016,2021,6
1653,Fawad Alam,2007-2012,13,4,9.5,12.0,2007,2012,6
1654,Fayyaz Butt,2021-2024,3,4,8.37,10.7,2021,2024,4
1655,MVT Fernando,2020-2023,4,4,7.9,16.5,2020,2023,4
1656,VK Galetiya,2015-2023,2,4,6.0,12.0,2015,2023,9
1657,CH Gandhi,2021-2024,11,4,5.94,52.5,2021,2024,4
1658,RM Haq,2007-2009,3,4,9.25,12.0,2007,2009,3
1659,K Harish,2014-2014,3,4,7.9,15.0,2014,2014,1
1660,Haseeb Amjad,2014-2016,5,4,9.13,22.5,2014,2016,3
1661,M Hashim,2007-2010,4,4,8.07,19.5,2007,2010,4
1662,MJ Henry,2017-2024,8,4,11.02,35.2,2017,2024,8
1663,Hrishi Raj,2021-2021,2,4,9.71,10.5,2021,2021,1
1664,KAR Hodge,2018-2020,9,4,8.72,37.5,2018,2020,3
1665,Hossain Ali,2017-2017,4,4,10.14,21.0,2017,2017,1
1666,CA Ingram,2010-2025,141,4,9.0,31.5,2010,2025,16
1667,SK Ismail,2019-2021,5,4,9.05,27.5,2019,2021,3
1668,MP Jain,2021-2021,1,4,3.5,6.0,2021,2021,1
1669,S Jangir,2019-2022,5,4,6.69,19.5,2019,2022,4
1670,Jasmer Dhankhar,2022-2023,7,4,7.5,24.0,2022,2023,2
1671,NGRP Jayasuriya,2024-2024,4,4,8.92,19.5,2024,2024,1
1672,SK Jena,2010-2011,8,4,5.66,31.5,2010,2011,2
1673,VH Joshi,2009-2014,5,4,7.78,21.0,2009,2014,6
1674,Junaid Siddique,2022-2022,3,4,7.91,18.0,2022,2022,1
1675,JN Kalita,2019-2024,9,4,5.78,20.7,2019,2024,6
1676,RR Kanojia,2015-2017,10,4,6.53,45.0,2015,2017,3
1677,Kartikeya Kak,2021-2021,2,4,10.57,10.5,2021,2021,1
1678,SA Khare,2007-2007,4,4,5.5,24.0,2007,2007,1
1679,HP Kingston,2015-2017,5,4,11.16,18.0,2015,2017,3
1680,JP Kreusch,2010-2011,7,4,7.1,15.0,2010,2011,2
1681,PE Kruger,2024-2025,11,4,6.62,12.0,2024,2025,2
1682,AS Kuila,2015-2021,4,4,10.36,16.5,2015,2021,7
1683,S Kumar Singh,2021-2021,3,4,10.42,14.2,2021,2021,1
1684,Maaz Khan,2018-2020,4,4,9.0,16.5,2018,2020,3
1685,BE McGain,2010-2012,5,4,9.77,24.2,2010,2012,3
1686,LD Madushanka,2020-2023,13,4,8.8,15.0,2020,2023,4
1687,I Malhotra,2007-2012,11,4,8.37,24.0,2007,2012,6
1688,E Malinga,2024-2025,4,4,9.54,20.7,2024,2025,2
1689,Marshall Ayub,2012-2019,8,4,5.0,6.0,2012,2019,8
1690,JB Mohapatra,2024-2024,3,4,5.66,9.0,2024,2024,1
1691,TS Moirangthem,2019-2019,4,4,7.54,16.5,2019,2019,1
1692,JK Mukhiya,2014-2014,3,4,5.75,12.0,2014,2014,1
1693,KK Nair,2013-2024,163,4,7.05,21.2,2013,2024,12
1694,A Nao,2024-2024,4,4,5.61,19.5,2024,2024,1
1695,Nishunk Birla,2024-2024,6,4,9.56,24.0,2024,2024,1
1696,PS Painkra,2023-2023,5,4,10.12,20.0,2023,2023,1
1697,P Palawat,2024-2024,7,4,8.38,19.5,2024,2024,1
1698,Pankaj Kumar,2007-2007,5,4,5.84,28.5,2007,2007,1
1699,MB Parmar,2007-2011,7,4,8.52,34.5,2007,2011,5
1700,VM Parmar,2010-2014,5,4,6.2,22.5,2010,2014,5
1701,KP Patel,2017-2021,11,4,7.31,24.0,2017,2021,5
1702,RB Patel,2007-2007,2,4,4.97,10.2,2007,2007,1
1703,JA Patil,2007-2007,3,4,6.7,15.0,2007,2007,1
1704,R Pattnaik,2022-2024,16,4,8.77,13.5,2022,2024,3
1705,MDK Perera,2014-2020,10,4,7.25,40.5,2014,2020,7
1706,GG Peters,2025-2025,3,4,8.33,18.0,2025,2025,1
1707,BJ Phillips,2009-2009,3,4,8.0,18.0,2009,2009,1
1708,G Praneeth Kumar,2013-2015,6,4,7.23,19.5,2013,2015,3
1709,R Prasanna,2007-2010,7,4,6.91,18.0,2007,2010,4
1710,R Pratap Singh,2022-2024,11,4,10.15,22.0,2022,2024,3
1711,Puneet Yadav,2010-2017,35,4,8.45,33.0,2010,2017,8
1712,AR Ramjani,2024-2024,4,4,6.0,16.5,2024,2024,1
1713,Ranjeet Singh,2007-2007,2,4,5.6,7.5,2007,2007,1
1714,Raza Hasan,2012-2018,8,4,6.25,42.0,2012,2018,7
1715,D Rohit,2019-2023,34,4,9.28,45.2,2019,2023,5
1716,BB Roy,2013-2017,13,4,9.2,52.5,2013,2017,5
1717,P Sahu,2009-2016,15,4,7.67,32.2,2009,2016,8
1718,Sajedul Islam,2013-2015,4,4,6.68,15.2,2013,2015,3
1719,GV Sarath Babu,2010-2011,4,4,9.12,12.0,2010,2011,2
1720,P Sargade,2019-2019,6,4,5.9,33.0,2019,2019,1
1721,CP Schofield,2007-2007,4,4,7.16,19.2,2007,2007,1
1722,SS Shaikh,2009-2015,18,4,10.07,21.0,2009,2015,7
1723,Sharifullah,2017-2023,4,4,8.1,15.0,2017,2023,7
1724,NS Sharma,2024-2024,3,4,6.63,16.5,2024,2024,1
1725,Shubham Sharma,2021-2021,6,4,5.63,28.5,2021,2021,1
1726,SS Sharma,2015-2017,3,4,7.08,18.0,2015,2017,3
1727,PK Singh,2023-2024,3,4,10.37,12.0,2023,2024,2
1728,S Singh,2009-2009,2,4,5.25,12.0,2009,2009,1
1729,S Sriram,2007-2011,15,4,8.1,42.0,2007,2011,5
1730,T Stubbs,2022-2025,73,4,11.4,7.5,2022,2025,4
1731,Sufiyan Muqeem,2023-2023,5,4,8.69,19.5,2023,2023,1
1732,Sujit Yadav,2011-2011,2,4,5.75,12.0,2011,2011,1
1733,AA Surwar,2018-2018,4,4,8.0,15.0,2018,2018,1
1734,Tanbir Hayder,2016-2017,11,4,9.01,37.7,2016,2017,2
1735,Taranjitsingh Dhillon,2017-2021,3,4,7.18,16.5,2017,2021,5
1736,HT Tector,2021-2024,24,4,7.53,19.5,2021,2024,4
1737,DS Thilakaratne,2022-2022,3,4,8.5,12.0,2022,2022,1
1738,DC Thomas,2013-2022,87,4,12.0,13.5,2013,2022,10
1739,B Vinay Kumar,2024-2024,5,4,6.75,30.0,2024,2024,1
1740,AC Voges,2010-2018,80,4,8.41,43.5,2010,2018,9
1741,Waqar Ahmed,2013-2013,5,4,4.38,27.0,2013,2013,1
1742,CL White,2008-2020,150,4,10.6,22.5,2008,2020,13
1743,I Wijesundera,2024-2024,4,4,6.18,16.5,2024,2024,1
1744,CM Wright,2007-2009,3,4,9.8,7.5,2007,2009,3
1745,Yab Niya,2019-2023,18,4,10.93,56.2,2019,2023,5
1746,MH Yardy,2009-2010,8,4,6.2,36.0,2009,2010,2
1747,Zeeshan Ansari,2019-2025,3,4,9.0,16.5,2019,2025,7
1748,M Zondeki,2009-2009,5,4,7.16,27.0,2009,2009,1
1749,AR Bawne,2011-2024,42,3,6.92,26.0,2011,2024,14
1750,B Loomba,2009-2009,4,3,7.45,22.0,2009,2009,1
1751,BN Jadeja,2009-2009,4,3,6.44,31.6,2009,2009,1
1752,PSK Gupta,2011-2019,37,3,8.29,18.3,2011,2019,9
1753,R Suthesh,2010-2010,2,3,6.13,15.3,2010,2010,1
1754,Abhishek Bhat,2014-2017,5,3,8.84,38.0,2014,2017,4
1755,AR Adams,2011-2012,9,3,7.25,64.0,2011,2012,2
1756,Aditya Jadeja,2023-2023,7,3,7.61,36.0,2023,2023,1
1757,Aftab Ibrahim,2024-2024,3,3,8.71,14.0,2024,2024,1
1758,Ahsan Hafeez,2023-2024,6,3,10.0,16.0,2023,2024,2
1759,Aimal Khan,2023-2024,5,3,11.86,30.0,2023,2024,2
1760,MS Akhil,2021-2021,4,3,9.37,16.0,2021,2021,1
1761,S Akshay Jain,2019-2022,7,3,7.61,36.0,2019,2022,4
1762,Aks Swadhin,2022-2022,4,3,9.35,28.0,2022,2022,1
1763,Al-Amin,2015-2023,29,3,9.57,42.0,2015,2023,9
1764,K Alleyne,2021-2025,19,3,11.72,14.6,2021,2025,5
1765,M Ansari,2016-2016,3,3,10.87,16.0,2016,2016,1
1766,Arafat Khan,2022-2023,3,3,7.37,16.0,2022,2023,2
1767,B Arun Kumar,2011-2011,4,3,6.2,20.0,2011,2011,1
1768,Ashutosh Singh,2016-2024,17,3,5.5,24.0,2016,2024,9
1769,Asif Raza,2014-2014,6,3,5.6,15.0,2014,2014,1
1770,P Awasthi,2013-2019,13,3,6.68,32.0,2013,2019,7
1771,CB Bailey,2010-2010,5,3,9.3,26.0,2010,2010,1
1772,RT Bailey,2009-2009,4,3,6.0,18.0,2009,2009,1
1773,S Baliyan,2022-2022,5,3,8.0,24.0,2022,2022,1
1774,AA Bamal,2018-2018,5,3,5.85,40.0,2018,2018,1
1775,S Barik,2022-2022,5,3,9.13,30.6,2022,2022,1
1776,Basil Hameed,2022-2022,3,3,7.4,10.0,2022,2022,1
1777,M Beardman,2025-2025,2,3,7.2,10.0,2025,2025,1
1778,AS Bedi,2021-2024,5,3,8.5,36.0,2021,2024,4
1779,VM Bhardwaj,2014-2014,4,3,6.63,22.0,2014,2014,1
1780,Bhupender Chauhan,2023-2023,2,3,10.16,12.0,2023,2023,1
1781,ACR Birch,2019-2019,2,3,9.62,16.0,2019,2019,1
1782,Bishawnath Halder,2013-2013,7,3,6.95,39.6,2013,2013,1
1783,AP Bora,2024-2024,3,3,8.89,18.6,2024,2024,1
1784,DP Borah,2024-2024,5,3,10.62,20.3,2024,2024,1
1785,WG Bosisto,2017-2025,21,3,6.46,26.0,2017,2025,9
1786,AC Botha,2009-2010,5,3,6.0,12.0,2009,2010,2
1787,Mudassar Bukhari,2014-2016,10,3,6.78,53.3,2014,2016,3
1788,JA Burns,2012-2023,71,3,7.37,16.0,2012,2023,12
1789,Y Cariah,2013-2024,8,3,9.81,32.0,2013,2024,12
1790,S Chakraborty,2019-2023,12,3,8.36,38.0,2019,2023,5
1791,AR Chandran,2019-2021,4,3,9.44,18.0,2019,2021,3
1792,SSK Chaudhary,2023-2024,3,3,7.12,16.0,2023,2024,2
1793,NB Chauhan,2014-2014,3,3,10.44,18.0,2014,2014,1
1794,SK Cheruvathur,2007-2007,5,3,7.12,32.0,2007,2007,1
1795,Chetan Anand,2022-2022,5,3,8.62,29.6,2022,2022,1
1796,JA Chohan,2025-2025,4,3,6.66,24.0,2025,2025,1
1797,J Clark,2018-2018,2,3,9.4,12.3,2018,2018,1
1798,AP Das,2021-2021,9,3,8.0,50.0,2021,2021,1
1799,H Davids,2009-2018,34,3,7.58,24.0,2009,2018,10
1800,Deepak Dogra,2017-2017,2,3,7.37,16.0,2017,2017,1
1801,ST de Silva,2020-2021,11,3,11.21,12.6,2020,2021,2
1802,V Devendran,2007-2007,10,3,7.43,32.0,2007,2007,1
1803,R Dhanda,2022-2022,5,3,7.61,26.0,2022,2022,1
1804,NR Dhumal,2017-2019,3,3,7.33,18.0,2017,2019,3
1805,GS Dinusha,2023-2024,2,3,11.83,12.0,2023,2024,2
1806,J Drysdale,2024-2024,4,3,10.53,26.0,2024,2024,1
1807,BR Dunk,2011-2022,146,3,9.31,25.3,2011,2022,12
1808,A Dutt,2024-2024,2,3,5.71,14.0,2024,2024,1
1809,P Dutta,2023-2023,2,3,4.83,12.0,2023,2023,1
1810,Enamul Haque (2),2016-2024,7,3,5.25,24.0,2016,2024,9
1811,ADS Fletcher,2009-2024,209,3,8.03,19.6,2009,2024,16
1812,JS Floros,2011-2018,25,3,8.7,64.3,2011,2018,8
1813,RS Gavaskar,2007-2010,8,3,8.47,21.0,2007,2010,4
1814,NG Gehlot,2014-2014,8,3,8.47,40.3,2014,2014,1
1815,SS Ghosh,2021-2024,14,3,7.76,42.0,2021,2024,4
1816,JOA Gordon,2024-2024,3,3,7.33,21.0,2024,2024,1
1817,DMK Grant,2022-2022,2,3,6.0,16.0,2022,2022,1
1818,DC Green,2019-2019,4,3,10.5,24.0,2019,2019,1
1819,MD Gunathilaka,2014-2024,40,3,8.9,44.0,2014,2024,11
1820,NK Gupta,2021-2021,2,3,5.71,14.0,2021,2021,1
1821,AR Gupta,2014-2023,41,3,6.22,18.0,2014,2023,10
1822,OJ Hannon-Dalby,2012-2012,2,3,7.25,16.0,2012,2012,1
1823,AK Heal,2011-2012,4,3,7.16,24.0,2011,2012,2
1824,CW Henderson,2009-2011,7,3,6.82,56.0,2009,2011,3
1825,RD Hynniewta,2022-2024,6,3,8.16,24.0,2022,2024,3
1826,AV Jaiswal,2023-2023,5,3,13.75,8.0,2023,2023,1
1827,P Jayawickrama,2021-2023,4,3,6.41,24.0,2021,2023,3
1828,AA Jhunjhunwala,2007-2012,38,3,8.52,40.3,2007,2012,6
1829,Joginder Singh,2009-2011,9,3,6.94,38.0,2009,2011,3
1830,RD John,2024-2024,7,3,12.4,34.3,2024,2024,1
1831,MJ Johnston,2011-2012,7,3,8.33,36.0,2011,2012,2
1832,JK Kamande,2007-2007,2,3,12.0,8.0,2007,2007,1
1833,P Karia,2023-2023,2,3,6.12,16.0,2023,2023,1
1834,V Kashyap,2023-2023,2,3,8.0,12.0,2023,2023,1
1835,RP Kellepotha,2023-2024,3,3,7.5,20.0,2023,2024,2
1836,S Khajuria,2007-2010,5,3,7.35,34.0,2007,2010,4
1837,Khalid Usman,2018-2022,5,3,7.6,30.0,2018,2022,5
1838,Khawar Ali,2016-2021,5,3,7.33,24.0,2016,2021,6
1839,VJ Kingma,2024-2024,4,3,6.0,26.0,2024,2024,1
1840,AR Kumar,2010-2011,5,3,5.5,4.0,2010,2011,2
1841,S Lakshan,2021-2022,4,3,9.58,24.0,2021,2022,2
1842,Lalhmangaiha,2019-2022,21,3,9.38,28.3,2019,2022,4
1843,C Lamont,2018-2019,4,3,9.21,28.0,2018,2019,2
1844,C le Roux,2024-2024,5,3,8.68,31.3,2024,2024,1
1845,ER Links,2012-2012,4,3,8.16,24.0,2012,2012,1
1846,JS Louis,2016-2024,7,3,10.18,32.0,2016,2024,9
1847,ALR Lubana,2021-2024,8,3,8.92,26.0,2021,2024,4
1848,CA Lynn,2011-2025,227,3,7.25,24.0,2011,2025,15
1849,DL Maddy,2007-2007,4,3,8.66,6.0,2007,2007,1
1850,MK Mahale,2023-2024,7,3,10.27,22.0,2023,2024,2
1851,JT Makla,2009-2010,4,3,7.52,22.3,2009,2010,2
1852,Manish Sharma,2019-2019,3,3,7.22,18.0,2019,2019,1
1853,Manoj Singh,2007-2007,3,3,4.8,20.0,2007,2007,1
1854,MJ Mason,2010-2010,4,3,6.68,32.0,2010,2010,1
1855,DK Mathias,2015-2015,4,3,7.18,22.0,2015,2015,1
1856,H McKenzie,2023-2024,6,3,7.66,36.0,2023,2024,2
1857,Mohamed Safeequddin,2024-2024,2,3,9.0,14.0,2024,2024,1
1858,Mohammad Amir Khan,2020-2024,6,3,8.85,28.0,2020,2024,5
1859,Muhammad Faizan,2020-2021,9,3,10.28,14.0,2020,2021,2
1860,F Mohammed,2007-2007,4,3,8.93,32.0,2007,2007,1
1861,TNR Mohith,2024-2024,3,3,7.27,11.0,2024,2024,1
1862,Nabam Abo,2024-2024,7,3,8.8,30.0,2024,2024,1
1863,R Ninan,2011-2011,2,3,10.83,12.0,2011,2011,1
1864,P Nirala,2019-2019,6,3,7.83,24.0,2019,2019,1
1865,K Nitish Kumar Reddy,2021-2025,24,3,11.65,40.3,2021,2025,5
1866,Nizakat Khan,2014-2016,6,3,7.0,12.0,2014,2016,3
1867,K Noema-Barnett,2010-2010,4,3,7.41,24.0,2010,2010,1
1868,JL Ontong,2009-2014,12,3,8.58,34.0,2009,2014,6
1869,KD Pandey,2022-2024,8,3,10.7,20.0,2022,2024,3
1870,M Pasha,2007-2007,6,3,7.74,28.6,2007,2007,1
1871,M Perry,2021-2025,3,3,10.5,16.0,2021,2025,5
1872,GD Phillips,2017-2024,87,3,9.7,34.0,2017,2024,8
1873,DL Piedt,2014-2025,2,3,7.02,11.6,2014,2025,12
1874,K Pitman,2023-2024,3,3,10.22,14.6,2023,2024,2
1875,JE Poysden,2018-2018,2,3,6.0,16.0,2018,2018,1
1876,Rakesh Kumar,2009-2009,3,3,6.17,22.3,2009,2009,1
1877,AR Rana,2024-2024,3,3,5.83,12.0,2024,2024,1
1878,DB Rangi,2021-2022,8,3,7.1,29.0,2021,2022,2
1879,Ravi Kumar Yadav,2024-2024,4,3,6.27,22.0,2024,2024,1
1880,RR Rossouw,2009-2025,214,3,5.64,11.3,2009,2025,17
1881,Saad Nasim,2014-2018,14,3,6.75,16.0,2014,2018,5
1882,VK Saha,2016-2023,6,3,7.82,34.0,2016,2023,8
1883,Sahban Khan,2022-2022,6,3,5.85,27.3,2022,2022,1
1884,Sahil Lotra,2023-2024,8,3,6.85,42.0,2023,2024,2
1885,PS Sairam,2019-2019,6,3,7.0,32.0,2019,2019,1
1886,EN Sanketh,2021-2023,4,3,7.8,20.0,2021,2023,3
1887,AR Sharma,2018-2025,33,3,9.96,17.6,2018,2025,8
1888,RS Sharma,2021-2021,3,3,8.0,22.0,2021,2021,1
1889,SS Shaurya,2013-2014,4,3,5.89,18.6,2013,2014,2
1890,S Shekhar,2019-2019,3,3,6.76,21.0,2019,2019,1
1891,B Shikongo,2021-2024,5,3,10.75,16.0,2021,2024,4
1892,SS Shinde,2016-2018,4,3,8.91,22.6,2016,2018,3
1893,HV Shitoot,2007-2009,7,3,7.63,22.0,2007,2009,3
1894,Shykat Ali,2013-2024,25,3,8.76,34.6,2013,2024,12
1895,AAS Silva,2011-2011,1,3,7.25,8.0,2011,2011,1
1896,Simi Singh,2021-2022,7,3,8.7,40.0,2021,2022,2
1897,CJ Simmons,2014-2015,24,3,6.28,28.0,2014,2015,2
1898,RK Singh,2014-2025,124,3,10.08,24.0,2014,2025,12
1899,TK Singh,2019-2022,9,3,10.15,52.0,2019,2022,4
1900,VK Singh,2023-2024,13,3,7.6,56.0,2023,2024,2
1901,TAM Siriwardana,2011-2020,12,3,8.94,36.0,2011,2020,10
1902,MK Sivakumar,2007-2010,4,3,9.22,18.0,2007,2010,4
1903,DI Stevens,2012-2015,25,3,7.5,32.0,2012,2015,4
1904,C Stow,2025-2025,2,3,7.75,16.0,2025,2025,1
1905,Syed Rasel,2007-2012,8,3,8.6,46.0,2007,2012,6
1906,P Tapaswi,2021-2023,5,3,8.37,32.0,2021,2023,3
1907,YB Tembhare,2015-2015,3,3,7.87,16.0,2015,2015,1
1908,BM Tickner,2022-2022,3,3,9.71,21.0,2022,2022,1
1909,AS Tiwari,2016-2018,6,3,8.23,37.6,2016,2018,3
1910,S Upadhyay,2007-2009,6,3,5.09,22.0,2007,2009,3
1911,PS Valsangkar,2018-2019,8,3,8.0,54.0,2018,2019,2
1912,SC van Schalkwyk,2009-2024,7,3,9.06,33.3,2009,2024,16
1913,N Vanua,2021-2024,6,3,5.37,16.0,2021,2024,4
1914,PR Veer,2023-2023,2,3,5.16,12.0,2023,2023,1
1915,AS Verma,2007-2010,9,3,7.21,28.0,2007,2010,4
1916,Vikas Kumar,2024-2024,3,3,6.16,24.0,2024,2024,1
1917,I Wardlaw,2012-2012,2,3,5.75,16.0,2012,2012,1
1918,RM West,2009-2009,5,3,7.47,38.0,2009,2009,1
1919,GH Worker,2010-2019,11,3,8.06,38.6,2010,2019,10
1920,AD Yadav,2010-2010,2,3,6.8,10.0,2010,2010,1
