,player,span,mat,runs,avg,sr,fours,sixes,start_year,end_year,career_length
1189,KK Yumnam,2021-2023,15,192,13.71,83.11,17,4,2021,2023,3
1190,R Dayal,2011-2021,42,191,11.93,82.32,9,2,2011,2021,11
1191,SA Edwards,2021-2024,15,191,15.91,98.96,16,3,2021,2024,4
1192,OJ Pope,2024-2025,9,191,21.22,122.43,13,5,2024,2025,2
1193,A Ratra,2009-2013,17,191,13.64,99.47,19,0,2009,2013,5
1194,AA Das,2013-2021,13,189,14.53,83.62,14,3,2013,2021,9
1195,VS Malik,2007-2014,41,189,12.6,113.17,20,5,2007,2014,8
1196,K Panchal,2007-2013,21,189,21.0,111.83,16,4,2007,2013,7
1197,NT Broom,2009-2013,10,188,23.5,129.65,15,11,2009,2013,5
1198,JM How,2010-2010,4,188,94.0,138.23,24,8,2010,2010,1
1199,P Jayachandra,2007-2007,8,188,23.5,106.21,15,5,2007,2007,1
1200,D Naren Reddy,2013-2021,19,188,20.88,144.61,8,13,2013,2021,9
1201,Taijul Islam,2012-2025,79,188,11.05,79.66,14,2,2012,2025,14
1202,C Wickramasinghe,2022-2024,10,188,47.0,128.76,14,8,2022,2024,3
1203,MS Bhandage,2019-2024,28,187,15.58,132.62,9,12,2019,2024,6
1204,PW Borren,2009-2016,12,187,17.0,118.35,22,5,2009,2016,8
1205,Narender Kumar,2007-2013,23,187,13.35,99.46,14,6,2007,2013,7
1206,JPR Scantlebury-Searles,2014-2019,46,186,9.78,107.51,16,9,2014,2019,6
1207,Aamer Jamal,2023-2025,21,185,15.41,127.58,16,10,2023,2025,3
1208,DA Jadeja,2014-2024,69,185,9.73,144.53,15,10,2014,2024,11
1209,SB Jakati,2007-2018,91,185,10.27,103.35,18,3,2007,2018,12
1210,Swarajeet Das,2019-2024,24,185,10.27,83.33,15,1,2019,2024,6
1211,M Bhanuka,2020-2023,15,184,16.72,106.35,16,5,2020,2023,4
1212,H Das,2007-2014,18,184,18.4,96.84,13,5,2007,2014,8
1213,GJ Delany,2021-2024,13,184,18.4,126.89,15,8,2021,2024,4
1214,JN Frylinck,2021-2024,14,184,20.44,92.92,14,1,2021,2024,4
1215,JC Hildreth,2009-2011,11,184,18.4,96.84,17,1,2009,2011,3
1216,Khurram Manzoor,2018-2020,8,184,26.28,113.58,21,3,2018,2020,3
1217,Azhar Ali,2016-2016,7,183,26.14,106.39,22,3,2016,2016,1
1218,NR Kumar,2016-2024,14,183,20.33,108.92,8,8,2016,2024,9
1219,KA Maharaj,2014-2025,65,183,9.15,82.06,15,7,2014,2025,12
1220,Mohammad Sami,2010-2019,94,183,8.71,112.26,12,6,2010,2019,10
1221,KM Parmar,2017-2019,11,183,18.3,104.57,22,5,2017,2019,3
1222,CA Rose,2012-2020,57,183,15.25,138.63,15,7,2012,2020,9
1223,TT Sawkar,2022-2023,12,183,26.14,160.52,12,13,2022,2023,2
1224,RD Asnodkar,2011-2015,14,182,20.22,114.46,23,0,2011,2015,5
1225,SS Cottrell,2013-2023,85,182,7.58,128.16,12,13,2013,2023,11
1226,UR Kumar,2023-2024,14,182,22.75,147.96,13,13,2023,2024,2
1227,NS Paradkar,2007-2011,11,182,16.54,108.98,17,1,2007,2011,5
1228,Shubham Arora,2018-2024,8,182,30.33,118.18,18,5,2018,2024,7
1229,AN Yadav,2013-2021,14,182,20.22,97.84,13,4,2013,2021,9
1230,Rana Dutta,2009-2022,40,181,15.08,84.97,10,3,2009,2022,14
1231,Aftab Ahmed,2007-2013,13,180,20.0,115.38,19,3,2007,2013,7
1232,GS Ballance,2012-2018,8,180,36.0,133.33,10,11,2012,2018,7
1233,VS Panwar,2019-2019,11,180,30.0,104.65,10,5,2019,2019,1
1234,V Sibanda,2007-2016,10,180,20.0,101.12,17,4,2007,2016,10
1235,SD Parris,2024-2024,8,179,22.37,108.48,8,13,2024,2024,1
1236,Shantanu Mishra,2019-2023,7,179,25.57,111.87,21,3,2019,2023,5
1237,AL Rajput,2019-2019,7,178,25.42,98.88,23,3,2019,2019,1
1238,PP Shaw,2014-2017,16,178,19.77,98.88,15,4,2014,2017,4
1239,S Anand,2019-2021,9,177,22.12,104.73,14,4,2019,2021,3
1240,RV Dhurv,2007-2014,22,177,22.12,135.11,13,7,2007,2014,8
1241,Haseebullah Khan,2023-2024,14,177,16.09,142.74,18,8,2023,2024,2
1242,Kaif Ahmed,2021-2021,10,177,35.4,109.93,18,3,2021,2021,1
1243,DS Smith,2007-2013,9,177,19.66,98.88,21,2,2007,2013,7
1244,J Symes,2010-2013,11,177,29.5,122.91,19,4,2010,2013,4
1245,D Lochab,2014-2022,16,176,17.6,95.65,21,2,2014,2022,9
1246,AB Charak,2021-2024,30,175,11.66,80.27,13,2,2021,2024,4
1247,Prayash Singh,2018-2023,17,175,14.58,123.23,15,7,2018,2023,6
1248,Rajiv Kumar,2009-2010,9,175,35.0,110.06,11,5,2009,2010,2
1249,H Dogra,2010-2011,9,174,19.33,87.87,12,4,2010,2011,2
1250,AA Muzumdar,2007-2010,14,174,19.33,109.43,13,2,2007,2010,4
1251,Noor Ali Zadran,2010-2016,8,174,21.75,96.66,13,2,2010,2016,7
1252,O Peters,2013-2016,13,174,21.75,116.77,9,13,2013,2016,4
1253,R Rampaul,2007-2022,110,174,9.66,110.82,9,8,2007,2022,16
1254,KR Sreekanth,2013-2016,12,174,14.5,98.3,17,8,2013,2016,4
1255,R Chowdhary,2007-2007,8,173,28.83,154.46,13,11,2007,2007,1
1256,PTM Dabare,2022-2023,10,173,17.3,116.89,21,3,2022,2023,2
1257,TJ Moores,2019-2024,17,173,13.3,101.16,18,4,2019,2024,6
1258,A Negi,2018-2021,19,173,17.3,138.4,13,10,2018,2021,4
1259,C Raghu,2007-2007,9,173,24.71,115.33,15,2,2007,2007,1
1260,A Rawat,2009-2009,5,173,34.6,110.89,15,3,2009,2009,1
1261,AS Bhatewara,2024-2024,7,172,24.57,104.87,15,4,2024,2024,1
1262,Omair Yousuf,2023-2024,6,172,34.4,147.0,16,6,2023,2024,2
1263,K Narisingh Yadav,2019-2021,18,171,11.4,77.02,13,5,2019,2021,3
1264,K Santokie,2013-2020,82,171,10.05,95.53,9,9,2013,2020,8
1265,R Ahir,2024-2024,5,170,42.5,178.94,7,14,2024,2024,1
1266,KC Cariappa,2015-2024,52,170,10.0,121.42,5,15,2015,2024,10
1267,MW Forde,2022-2024,34,170,14.16,134.92,15,8,2022,2024,3
1268,Irfan Khan,2009-2015,21,170,11.33,111.84,21,3,2009,2015,7
1269,PM Mullick,2007-2010,11,170,28.33,101.79,8,6,2007,2010,4
1270,RJ Peterson,2011-2016,30,170,14.16,104.29,16,5,2011,2016,6
1271,R Smaran,2024-2024,6,170,34.0,170.0,13,12,2024,2024,1
1272,S Beigh,2007-2014,23,169,15.36,103.04,9,3,2007,2014,8
1273,D Ganga,2009-2011,12,169,18.77,113.42,7,8,2009,2011,3
1274,U Kaul,2008-2021,16,169,28.16,97.68,17,1,2008,2021,14
1275,SP Krishnamurthi,2024-2024,9,169,24.14,136.29,14,9,2024,2024,1
1276,MS Hooda,2016-2016,6,167,27.83,91.25,10,2,2016,2016,1
1277,TG Southee,2010-2024,91,167,9.27,118.43,13,6,2010,2024,15
1278,Abdul Mazid,2016-2020,12,166,13.83,86.45,11,4,2016,2020,5
1279,Jiwanjot Singh,2014-2024,8,166,23.71,121.16,22,1,2014,2024,11
1280,I Lemtur,2019-2024,33,166,9.22,83.41,5,9,2019,2024,6
1281,MM Sharma,2013-2024,160,165,7.17,97.63,10,7,2013,2024,12
1282,SR Swain,2013-2016,15,165,13.75,123.13,16,0,2013,2016,4
1283,AO Bhandari,2019-2019,7,163,27.16,138.13,14,7,2019,2019,1
1284,CD McMillan,2007-2007,6,163,40.75,181.11,7,13,2007,2007,1
1285,SM Pollock,2007-2008,18,163,16.3,131.45,12,9,2007,2008,2
1286,Jatinder Singh,2016-2021,5,162,40.5,132.78,16,5,2016,2021,6
1287,SS Majumder,2013-2023,27,162,9.52,91.52,7,7,2013,2023,11
1288,M Mohammed,2014-2024,41,162,10.8,165.3,9,11,2014,2024,11
1289,HN Shah,2007-2009,6,162,32.4,108.0,11,1,2007,2009,3
1290,K Alleyne,2021-2025,19,161,11.5,147.7,11,11,2021,2025,5
1291,A Bhatt,2007-2010,10,161,16.1,103.87,18,1,2007,2010,4
1292,SP Gautam,2009-2015,21,161,14.63,116.66,8,9,2009,2015,7
1293,CD Hartley,2011-2016,35,161,16.1,104.54,14,0,2011,2016,6
1294,RK Nemat,2009-2011,10,161,20.12,91.47,17,1,2009,2011,3
1295,W Barresi,2014-2016,10,160,20.0,122.13,11,8,2014,2016,3
1296,TA Boult,2014-2025,159,160,10.66,102.56,7,9,2014,2025,12
1297,CR Ervine,2010-2022,11,160,16.0,87.43,17,1,2010,2022,13
1298,Abul Hasan,2012-2017,42,159,9.93,92.98,13,4,2012,2017,6
1299,Arshad Khan,2023-2024,16,159,22.71,150.0,12,9,2023,2024,2
1300,RJ Harris,2009-2014,43,159,11.35,107.43,10,3,2009,2014,6
1301,T Pradeep,2017-2022,22,159,22.71,162.24,7,15,2017,2022,6
1302,E Bosch,2023-2025,30,158,11.28,101.93,15,3,2023,2025,3
1303,SO Dowrich,2014-2015,15,158,14.36,103.26,17,4,2014,2015,2
1304,Lee Yong Lepcha,2019-2024,34,158,5.85,50.15,11,1,2019,2024,6
1305,A Awasthi,2023-2023,7,157,26.16,153.92,18,10,2023,2023,1
1306,RT D'Souza,2009-2015,20,157,9.81,99.36,12,2,2009,2015,7
1307,BW Hilfenhaus,2011-2017,66,157,12.07,106.8,9,6,2011,2017,7
1308,Jatin S Saxena,2009-2018,18,157,12.07,126.61,21,3,2009,2018,10
1309,S Ahmed Shah,2019-2024,22,156,9.75,103.31,5,14,2019,2024,6
1310,Alauddin Babu,2012-2025,32,156,9.17,102.63,7,8,2012,2025,14
1311,AWJ Auguste,2022-2024,15,156,17.33,106.12,14,4,2022,2024,3
1312,Fazil Rashid,2019-2023,20,156,19.5,107.58,18,1,2019,2023,5
1313,M Morkel,2007-2021,107,156,9.75,123.8,12,6,2007,2021,15
1314,Rahul Bakshi,2007-2010,10,156,22.28,108.33,14,1,2007,2010,4
1315,Vijay Sharma,2019-2024,18,156,17.33,108.33,11,4,2019,2024,6
1316,Pranav Gupta,2013-2018,11,155,17.22,72.09,13,2,2013,2018,6
1317,RJ Pinto,2009-2016,11,154,17.11,95.06,16,1,2009,2016,8
1318,M Ashwin,2016-2024,110,154,7.33,85.55,7,5,2016,2024,9
1319,AA Chavan,2009-2013,26,154,17.11,128.33,8,7,2009,2013,5
1320,HJ Hunt,2022-2023,9,154,17.11,107.69,13,4,2022,2023,2
1321,KSA McKenzie,2021-2023,14,154,11.84,88.5,15,5,2021,2023,3
1322,J Seymour,2021-2023,14,154,15.4,132.75,14,7,2021,2023,3
1323,Aamer Yamin,2016-2023,35,153,10.92,131.89,8,11,2016,2023,8
1324,P Dubey,2018-2024,26,153,12.75,96.83,12,3,2018,2024,7
1325,T Neri,2019-2023,27,153,9.0,64.28,8,3,2019,2023,5
1326,HJ Patel,2021-2022,11,153,30.6,91.61,13,2,2021,2022,2
1327,VS Rajput,2019-2021,7,153,25.5,112.5,10,6,2019,2021,3
1328,IA Sindhi,2009-2010,6,153,25.5,134.21,12,10,2009,2010,2
1329,K Yangfo,2019-2022,22,153,7.65,63.75,10,1,2019,2022,4
1330,SS Dhuri,2007-2011,8,152,25.33,135.71,12,6,2007,2011,5
1331,Sohail Khan,2015-2024,45,152,8.94,98.7,8,9,2015,2024,10
1332,MA Starc,2011-2024,87,152,8.94,92.68,13,1,2011,2024,14
1333,DJ Thornely,2008-2013,21,152,15.2,107.8,6,8,2008,2013,6
1334,DJ Bell-Drummond,2017-2020,8,151,21.57,116.15,13,6,2017,2020,4
1335,A Chandila,2010-2013,28,151,18.87,105.59,7,10,2010,2013,4
1336,S Gajjar,2023-2024,9,151,21.57,132.45,15,6,2023,2024,2
1337,Haris Rauf,2018-2024,118,151,7.19,102.72,9,10,2018,2024,7
1338,Harmeet Singh,2013-2024,19,151,12.58,125.83,10,9,2013,2024,12
1339,GB Hogg,2011-2018,113,151,11.61,94.37,6,3,2011,2018,8
1340,B Laughlin,2011-2021,127,151,6.56,85.31,10,4,2011,2021,11
1341,Akshat R Pandey,2016-2024,21,151,21.57,132.45,15,5,2016,2024,9
1342,NJ Sai Krishna,2013-2016,12,151,15.1,92.63,15,0,2013,2016,4
1343,Shadman Islam,2015-2019,9,151,16.77,92.63,16,1,2015,2019,5
1344,G Singh,2017-2017,11,151,21.57,111.85,9,6,2017,2017,1
1345,YK Tiwari,2021-2024,15,151,16.77,78.64,13,4,2021,2024,4
1346,Umaid Asif,2012-2023,48,151,16.77,160.63,11,11,2012,2023,12
1347,Imtiaz Ahmed,2009-2017,20,150,15.0,166.66,11,11,2009,2017,9
1348,Z Khan,2007-2017,128,150,7.14,80.21,12,3,2007,2017,11
1349,Liyan Khan,2021-2021,5,150,50.0,82.87,13,2,2021,2021,1
1350,LM Reece,2017-2020,10,150,18.75,111.94,9,5,2017,2020,4
1351,G Sharma,2007-2016,24,150,10.0,91.46,14,1,2007,2016,10
1352,DJ Worrall,2014-2024,59,150,12.5,116.27,13,4,2014,2024,11
1353,Abid Mushtaq,2019-2024,36,149,10.64,100.67,11,6,2019,2024,6
1354,KHM James,2023-2024,12,149,16.55,113.74,14,8,2023,2024,2
1355,AA Jangoo,2020-2023,13,149,13.54,80.54,11,6,2020,2023,4
1356,JA Prestwidge,2019-2023,25,149,14.9,120.16,11,8,2019,2023,5
1357,Yasir Arafat,2007-2015,40,149,11.46,112.87,16,1,2007,2015,9
1358,Saurabh Kumar,2016-2021,33,148,12.33,128.69,12,8,2016,2021,6
1359,M van Lingen,2021-2024,13,148,13.45,100.0,14,5,2021,2024,4
1360,BM Chingakham,2022-2024,21,147,8.64,102.08,6,9,2022,2024,3
1361,EC Joyce,2009-2014,7,147,21.0,90.18,12,2,2009,2014,6
1362,MA Khote,2007-2008,11,147,29.4,137.38,12,6,2007,2008,2
1363,Kabir Ali,2012-2013,15,146,24.33,144.55,11,7,2012,2013,2
1364,SJ Baard,2021-2022,8,146,18.25,94.19,11,2,2021,2022,2
1365,V Manoharan,2014-2019,11,146,16.22,107.35,11,5,2014,2019,6
1366,RR Ragupathy,2021-2022,8,146,18.25,99.31,14,5,2021,2022,2
1367,AC Thomas,2009-2014,66,146,10.42,100.0,13,2,2009,2014,6
1368,S Habib Gandhi,2023-2024,12,145,16.11,125.0,11,6,2023,2024,2
1369,MK Mahale,2023-2024,7,145,29.0,134.25,10,6,2023,2024,2
1370,DD Prince,2010-2015,7,145,20.71,97.97,17,2,2010,2015,6
1371,SH Srinivas,2011-2017,22,145,9.06,88.41,12,5,2011,2017,7
1372,GH Dockrell,2010-2024,22,144,16.0,112.5,14,2,2010,2024,15
1373,JK Fuller,2022-2025,23,144,14.4,148.45,17,2,2022,2025,4
1374,Hasanuzzaman,2016-2016,10,144,14.4,117.07,16,4,2016,2016,1
1375,Kuldeep Gehi,2021-2022,6,144,24.0,134.57,15,7,2021,2022,2
1376,DG Nalkande,2019-2024,51,144,7.57,99.31,6,8,2019,2024,6
1377,Henan Nazir,2021-2023,12,143,15.88,76.88,9,0,2021,2023,3
1378,D Lakshan,2020-2023,17,143,15.88,115.32,14,3,2020,2023,4
1379,Shafiul Islam,2010-2025,87,143,10.21,93.46,14,3,2010,2025,16
1380,N Tanwar,2018-2024,16,143,13.0,106.71,16,1,2018,2024,7
1381,Y Kothari,2021-2022,7,142,23.66,91.61,20,0,2021,2022,2
1382,AJ Redmond,2009-2013,7,142,23.66,152.68,22,2,2009,2013,5
1383,Usama Mir,2016-2025,65,142,5.91,127.92,10,9,2016,2025,10
1384,MN Waller,2012-2017,14,142,14.2,124.56,14,4,2012,2017,6
1385,Yuvraj Singh,2022-2024,4,142,47.33,142.0,15,4,2022,2024,3
1386,SA Ahuja,2021-2024,16,141,14.1,138.23,10,7,2021,2024,4
1387,JS Lenton,2017-2022,22,141,23.5,134.28,9,6,2017,2022,6
1388,S Muthusamy,2023-2025,22,141,12.81,111.9,7,7,2023,2025,3
1389,KR Pathak,2024-2024,6,141,23.5,162.06,15,7,2024,2024,1
1390,Pratyush Singh,2014-2021,23,141,7.83,86.5,19,0,2014,2021,8
1391,Shahid Yousuf,2012-2016,11,141,20.14,110.15,12,4,2012,2016,5
1392,Ashwin Das,2016-2022,12,140,28.0,181.81,14,7,2016,2022,7
1393,B Ayyappa,2014-2022,40,140,12.72,118.64,6,10,2014,2022,9
1394,AO Banday,2013-2021,14,140,10.0,96.55,16,4,2013,2021,9
1395,BSR Das,2007-2019,21,140,9.33,90.9,12,3,2007,2019,13
1396,NG Gehlot,2014-2014,8,140,20.0,108.52,12,4,2014,2014,1
1397,JK Lalor,2012-2022,65,140,7.77,86.95,10,2,2012,2022,11
1398,B McMullen,2024-2024,4,140,70.0,170.73,13,8,2024,2024,1
1399,Nazimuddin,2007-2013,15,140,10.0,89.74,16,4,2007,2013,7
1400,SV Trivedi,2015-2021,20,140,12.72,103.7,9,7,2015,2021,7
1401,DK Waghmare,2007-2011,16,140,20.0,105.26,12,2,2007,2011,5
1402,S Bhati,2016-2021,44,139,11.58,119.82,11,9,2016,2021,6
1403,Mohammed Siraj,2016-2024,129,139,8.68,87.97,13,4,2016,2024,9
1404,HD Rutherford,2009-2013,8,139,17.37,136.27,20,5,2009,2013,5
1405,JJ Smit,2021-2024,15,139,19.85,104.51,10,5,2021,2024,4
1406,Amad Butt,2017-2023,27,138,12.54,133.98,9,9,2017,2023,7
1407,Faiz Ahmed,2015-2017,9,138,23.0,86.25,9,3,2015,2017,3
1408,GC Wilson,2009-2016,13,138,15.33,82.14,13,0,2009,2016,8
1409,MJ McClenaghan,2010-2020,98,137,5.48,113.22,7,9,2010,2020,11
1410,A Poulose,2007-2011,9,137,15.22,130.47,20,2,2007,2011,5
1411,Pardeep Yadav,2024-2024,7,137,27.4,159.3,9,9,2024,2024,1
1412,DC de Boorder,2009-2013,8,136,27.2,111.47,15,3,2009,2013,5
1413,SA Gaekwad,2007-2014,10,136,27.2,111.47,7,3,2007,2014,8
1414,C Jonker,2019-2023,11,136,19.42,122.52,9,6,2019,2023,5
1415,NRJ Young,2020-2024,24,136,13.6,100.0,4,9,2020,2024,5
1416,Aqib Ilyas,2021-2024,7,135,22.5,113.44,14,5,2021,2024,4
1417,K Doriga,2021-2024,7,135,27.0,108.87,9,4,2021,2024,4
1418,BV Kumar,2024-2024,6,135,27.0,145.16,12,6,2024,2024,1
1419,AG Puttick,2009-2009,5,135,33.75,139.17,17,3,2009,2009,1
1420,K Bharath Shankar,2016-2018,8,134,16.75,130.09,24,2,2016,2018,3
1421,SA Engelbrecht,2009-2024,8,134,22.33,109.83,10,3,2009,2024,16
1422,AA Pagnis,2007-2007,8,134,22.33,113.55,19,0,2007,2007,1
1423,P Sahu,2009-2016,15,134,19.14,113.55,9,4,2009,2016,8
1424,VR Aaron,2009-2022,94,133,8.86,72.28,11,4,2009,2022,14
1425,J Glen,2019-2020,13,133,16.62,119.81,9,9,2019,2020,2
1426,L Kishan Singha,2021-2024,31,133,14.77,83.12,5,2,2021,2024,4
1427,SH Kotak,2007-2010,9,133,16.62,74.71,7,0,2007,2010,4
1428,K Lesporis,2014-2016,14,133,16.62,111.76,13,3,2014,2016,3
1429,Swapan Das,2009-2016,16,132,11.0,98.5,10,4,2009,2016,8
1430,R Pratap Singh,2022-2024,11,132,16.5,120.0,9,9,2022,2024,3
1431,P Roshan Kumar Rao,2015-2016,13,132,16.5,97.05,13,1,2015,2016,2
1432,Sandeep Sharma (1),2007-2007,5,132,26.4,113.79,17,3,2007,2007,1
1433,HG Kuhn,2012-2019,11,131,21.83,107.37,17,1,2012,2019,8
1434,Manan Sharma,2013-2017,26,131,16.37,79.39,9,2,2013,2017,5
1435,A Mithun,2009-2021,74,131,5.95,122.42,13,5,2009,2021,13
1436,RG Sharma,2007-2007,4,131,32.75,135.05,13,3,2007,2007,1
1437,Sunzamul Islam,2012-2025,71,131,9.35,89.11,12,0,2012,2025,14
1438,Suryansh Shedge,2024-2024,9,131,43.66,251.92,7,13,2024,2024,1
1439,BJ Watling,2014-2014,7,131,21.83,124.76,15,3,2014,2014,1
1440,HP Gawli,2024-2024,5,130,26.0,131.31,10,6,2024,2024,1
1441,Shivam Mavi,2018-2024,55,130,8.12,114.03,8,8,2018,2024,7
1442,AA Sinha,2019-2023,14,130,9.28,83.87,12,2,2019,2023,5
1443,Umar Gul,2007-2018,44,130,10.0,141.3,5,12,2007,2018,12
1444,MJ Ackerman,2023-2025,10,129,18.42,120.56,9,4,2023,2025,3
1445,JP Behrendorff,2012-2025,138,129,12.9,100.0,8,2,2012,2025,14
1446,ARPS Chauhan,2010-2018,10,129,18.42,92.14,10,1,2010,2018,9
1447,KNM Fernando,2022-2023,9,129,14.33,90.2,8,4,2022,2023,2
1448,BB Ghosh,2017-2022,9,129,16.12,94.85,16,1,2017,2022,6
1449,CN Greaves,2021-2024,15,129,21.5,95.55,9,2,2021,2024,4
1450,Mahmudul Hasan,2013-2019,15,129,16.12,82.16,12,2,2013,2019,7
1451,Mukhtar Hussain,2019-2024,36,129,21.5,172.0,11,7,2019,2024,6
1452,J Andrew,2024-2024,7,128,25.6,111.3,11,4,2024,2024,1
1453,Asfan Khan,2019-2019,12,128,12.8,77.57,8,4,2019,2019,1
1454,LR Chethan,2022-2024,8,128,18.28,105.78,14,4,2022,2024,3
1455,MJJ Critchley,2023-2023,6,128,25.6,115.31,5,6,2023,2023,1
1456,Gagandeep Singh,2023-2024,11,128,16.0,143.82,4,8,2023,2024,2
1457,Habibur Rahman Sohan,2023-2025,14,128,14.22,110.34,10,8,2023,2025,3
1458,Hammad Azam,2012-2024,17,128,11.63,100.78,8,2,2012,2024,13
1459,Jishan Alam,2024-2025,9,128,14.22,124.27,12,8,2024,2025,2
1460,Muhammad Akhlaq,2021-2024,10,128,14.22,130.61,15,6,2021,2024,4
1461,NJ Rimmington,2011-2017,47,128,11.63,98.46,5,4,2011,2017,7
1462,Rohail Nazir,2020-2022,9,128,16.0,124.27,17,2,2020,2022,3
1463,MJ Cosgrove,2012-2015,10,127,12.7,89.43,12,2,2012,2015,4
1464,JA Foo,2010-2017,17,127,10.58,128.28,10,6,2010,2017,8
1465,NR Kirton,2020-2024,6,127,21.16,135.1,7,6,2020,2024,5
1466,JJ Atkinson,2014-2016,6,126,21.0,101.61,14,3,2014,2016,3
1467,Qasim Akram,2021-2023,9,126,18.0,140.0,11,5,2021,2023,3
1468,Sarfaraz Ashraf,2014-2019,21,126,7.87,84.0,10,2,2014,2019,6
1469,R Sharma,2009-2014,69,126,5.04,97.67,9,5,2009,2014,6
1470,M Theekshana,2020-2025,105,126,7.41,75.9,9,4,2020,2025,6
1471,Imran Khan,2007-2009,8,125,15.62,113.63,16,2,2007,2009,3
1472,PV Manikantan,2007-2007,5,125,25.0,127.55,8,5,2007,2007,1
1473,NN Saiyed,2021-2024,11,125,11.36,71.83,5,5,2021,2024,4
1474,BR Tomar,2007-2007,8,125,17.85,96.89,12,1,2007,2007,1
1475,CA Wakim,2018-2025,9,125,13.88,99.2,16,1,2018,2025,8
1476,Bibek Diyali,2019-2021,12,124,10.33,64.24,14,1,2019,2021,3
1477,JB Chhaya,2011-2013,9,124,20.66,114.81,7,7,2011,2013,3
1478,SS Lahiri,2007-2015,22,124,8.85,94.65,13,0,2007,2015,9
1479,A Sinha,2009-2018,25,124,11.27,94.65,10,2,2009,2018,10
1480,LS Sisodia,2019-2022,15,124,13.77,127.83,15,4,2019,2022,4
1481,JD Vandiar,2010-2014,6,124,20.66,124.0,10,4,2010,2014,5
1482,Vikramjit Singh,2022-2024,9,124,13.77,93.23,10,5,2022,2024,3
1483,CJ McKay,2009-2017,51,123,12.3,113.88,6,5,2009,2017,9
1484,Noor Ahmad,2020-2025,99,123,6.47,97.61,7,7,2020,2025,6
1485,AS Pan,2019-2024,14,123,20.5,114.95,8,8,2019,2024,6
1486,AW Robinson,2011-2012,7,123,17.57,129.47,15,4,2011,2012,2
1487,Al Bashid Muhammed,2019-2024,16,122,8.71,55.96,7,2,2019,2024,6
1488,SJ Konstas,2024-2025,5,122,24.4,128.42,15,4,2024,2025,2
1489,D Mahajan,2007-2011,17,122,8.13,78.2,7,0,2007,2011,5
1490,Nasum Ahmed,2015-2025,67,122,6.77,102.52,14,5,2015,2025,11
1491,SP Qureshi,2009-2009,4,122,30.5,131.18,13,6,2009,2009,1
1492,AS Verma,2007-2010,9,122,15.25,109.9,10,3,2007,2010,4
1493,RU Bhosale,2009-2009,4,121,40.33,102.54,13,1,2009,2009,1
1494,Z de Bruyn,2009-2012,11,121,20.16,88.32,12,1,2009,2012,4
1495,CA Karthik,2021-2021,5,121,30.25,112.03,10,4,2021,2021,1
1496,GH Worker,2010-2019,11,121,15.12,109.0,8,5,2010,2019,10
1497,LS Boucher,2019-2020,8,120,24.0,105.26,13,3,2019,2020,2
1498,KJ Cottoy,2015-2021,11,120,30.0,115.38,9,5,2015,2021,7
1499,BFW de Leede,2021-2024,15,120,12.0,73.17,9,1,2021,2024,4
1500,KA Hope,2016-2016,5,120,24.0,109.09,14,2,2016,2016,1
1501,Javed Ahmed,2009-2010,8,120,15.0,85.71,17,0,2009,2010,2
1502,SS Paul,2021-2024,20,120,13.33,105.26,10,4,2021,2024,4
1503,CP Savage,2024-2024,8,120,40.0,157.89,10,7,2024,2024,1
1504,K Vasudevadas,2007-2011,14,120,17.14,123.71,10,2,2007,2011,5
1505,A Mallick,2015-2017,10,119,17.0,103.47,11,3,2015,2017,3
1506,AG Murtaza,2007-2014,33,119,19.83,86.23,10,1,2007,2014,8
1507,AS Tendulkar,2021-2024,24,119,13.22,123.95,7,7,2021,2024,4
1508,CG Williams,2021-2021,8,119,14.87,85.0,9,4,2021,2021,1
1509,SS Das,2014-2024,23,118,13.11,86.76,4,7,2014,2024,11
1510,BS Makhanya,2023-2025,14,118,14.75,114.56,11,3,2023,2025,3
1511,Mustafizur Rahman,2015-2025,176,118,6.55,69.82,5,7,2015,2025,11
1512,PC Rawat,2022-2023,11,118,10.72,74.68,18,0,2022,2023,2
1513,AV Deshpande,2007-2007,4,117,29.25,108.33,8,1,2007,2007,1
1514,SS Hooda,2013-2013,5,117,23.4,89.31,9,4,2013,2013,1
1515,Mohit Sharma,2010-2014,7,117,16.71,113.59,13,1,2010,2014,5
1516,G Motie,2021-2024,48,117,13.0,93.6,5,7,2021,2024,4
1517,Pawan Shah,2022-2022,6,117,19.5,107.33,13,2,2022,2022,1
1518,SL Terang,2024-2024,5,117,29.25,87.96,11,2,2024,2024,1
1519,JP Wood,2020-2025,6,117,19.5,127.17,7,7,2020,2025,6
1520,VA Deshpande,2010-2011,7,116,16.57,122.1,10,2,2010,2011,2
1521,ST de Silva,2020-2021,11,116,14.5,130.33,7,6,2020,2021,2
1522,Jahandad Khan,2024-2025,15,116,23.2,200.0,7,9,2024,2025,2
1523,HGJM Kulatunga,2009-2010,6,116,19.33,110.47,11,5,2009,2010,2
1524,F Lalmuanzuala,2022-2024,17,116,7.73,63.38,10,1,2022,2024,3
1525,A Lamba,2007-2007,4,116,58.0,116.0,20,0,2007,2007,1
1526,A Nortje,2020-2024,88,116,8.92,112.62,14,2,2020,2024,5
1527,VD Philander,2007-2014,25,116,19.33,154.66,8,6,2007,2014,8
1528,DS Punia,2015-2022,21,116,14.5,101.75,5,5,2015,2022,8
1529,RR Sanjay,2021-2022,4,116,29.0,116.0,15,3,2021,2022,2
1530,AM Thakuri,2021-2022,10,116,12.88,90.62,15,0,2021,2022,2
